ENGLISH_NAME,KOREAN_NAME,IATA_CODE,ICAO_CODE
Confresa Airport,콘프레사 공항,CFO,SJHG
Congonhas Airport,콩곤하스 공항,CGH,SBSP
Corumba International Airport,코룸바 국제공항,CMG,SBCR
Cubatao Airport,쿠바타오 공항,JOI,SBJV
Da Cachoeira Airport,다 챠코이라 공항,SJL,SBUA
Dixsept Rosado Airport,딕셉트 로자도 공항,MVF,SBMS
Dos Galpoes Airport,도스 갈포스 공항,LVB,SSLI
A. De Barros Airport,닥터 아드헤마르 데 바로 공항,PPB,SBDN
Dr Gastao Vidigal Airport,닥터 구아스토 바이디잘 공항,MII,SBML
Eduardo Gomes Airport,에두와르토 고메즈 공항,MAO,SBEG
Eduardo Gomes International Airport ((Brigadeiro Eduardo Gomes-Manaus International Airport),에두와르토 고메즈 국제공항,MAO,SBEG
Ernesto Geisel Airport ,에르네스토 구이젤 공항,UMU,SSUM
Ernesto Pochler Airport,에르네스토 포쉴러 공항,URB,SBUP
Eurico Sales Airport,에우리코 살레즈 공항,VIX,SBVT
Federal Airport,페데랄 공항,ALQ,SSAL
Fernando de Noronha Airport,페르난도드노로나 공항,FEN,SBFN
Forquinhinha Airport,포킨힌하 공항,CCM,SBCM
Franca Airport,프랑카 공항,FRC,SBFC
Francisco de Assis Airport,프란치스코 데 오시시 공항,JDF,SBJF
Francisco Pereira Lopes Airport,프란치스코 페레이라 로페즈 공항,QSC,SDSC
Guajara-Mirim Airport,과하라-미림 공항,GJM,SBGM
Guararapes International Airport,과하라페즈 국제공항 (질베트투 프레이리 국제공항),REC,SBRF
Guaratingueta Airport,과라칭게타 공항,JUG,SBGW
Guarulhos International Airport,과룰하스 국제공항,GRU,SBGR
Heiponto Airport,헤이폰토 공항,QHP,SBTA
Hercilio Luz Airport,헤르칠리오 후즈 공항,FLN,SBFL
Ilheus Jorge Amado Airport,일에우스  호르헤 아마도 공항,IOS,SBIL
Itacoatiara Airport,이타코티아라 공항,ITA,SBIC
Itaituba Airport,이타이투바 공항,ITN,SBIH
J. Batista Bos Filho Airport,J. 바티스타 보스 필로 공항,IJU,SSIJ
Jacare-Acanga Airport,자카레아캉가 공항,JCR,SBEK
Jacarepagua Airport,자카레파과 공항,,SBJR
Joao Suassuna Airport,자오 수아순나 공항,CPV,SBKG
Juazeiro Do Norte Regional do Cariri Airport,주아제이로 도 노르 공항,JDO,SBJU
Labrea Airport,라브레아 공항,LBR,SWLB
Lages Airport,라게스 공항,LAJ,SBLJ
Lauro Kurtz Airport,라오루 쿠르츠 공항,PFB,SBPF
Leite Lopes Airport,라이테 로페즈 공항,RAO,SBRP
Lins Airport,린스 공항,LIP,SBLN
Londrina Airport,론드리나 공항,LDB,SBLO
Luis E. Magalhaes Airport,루이즈 E. 마갈헤즈 공항,SSA,SBSV
Macae Airport,마카에 공항,MEA,SBME
Macapa Internacional Airport,마카파 국제공항,MCP,SBMQ
Maj. Brig. Trompowsky Airport,메이저 브리게이드 트롬파우스키 공항,VAG,SBVG
Mal. Cunha Machado Airport,말 쿤하 마체이도 공항,SLZ,SBSL
Manicore Airport,마니코레 공항,MNX,SBMY
Maraba Airport,마라바 공항,MAB,SBMA
Marechal Rondon Airport,마레첼 론돈 공항,CGB,SBCY
Maringa Domestic Airport,마링가 국내공항,MGF,SBMG
Minacu Municipal Airport,미나쿠 시공항,MQH,SWIQ
Ministro Victor Konder International Airport,미니스터 빅토 컨더 국제공항,NVT,SBNF
Monte Dourado Airport,몬테두라도 공항,MEU,SBMD
Montes Claros Airport,몬테클라로스 공항,MOC,SBMK
Obidos Airport,오비두스 공항,OBI,SBTS
Oiapoque Airport,오이아포크 공항,OYK,SBOI
Ourinhos Airport,우린호스 공항,OUS,SDOU
Palmares Airport,팔마레즈 공항,MCZ,SBMO
Palmas Airport,팔마스 공항,PMW,SBPJ
Pampulha Airport,팜풀하 공항,PLU,SBBH
Paranagua Municipal Airport,파라나과 시공항,PNG,SBPG
Pato Branco Municipal Airport,파토브랑코 시공항,PTO,
Paulo Afonso Airport,파울로아폰소 공항,PAV,SBUF
Petrolina Internacional Airport,페트롤리나 국제공항,PNZ,SBPL
Pico do Couto Airport,피코 도 쿠아토 공항,QPE,SBPI
Pinto Martins Airport,핀토 마틴 공항,FOR,SBFZ
Pocos de Caldas Airport,포코스 델 칼다스 공항,POO,SBPC
Ponta Pelada Airport,폰타 펠라다 공항,PLL,SBMN
Ponta Pora International Airport,폰타포라 국제공항,PMG,SBPP
Porto Nacional Airport,포트나시오널 공항,PNB,SBPN
Porto Seguro Airport,포르토세구로 공항,BPS,SBPS
Prefeito Renato Moreira Airport,프레페이토 레나토 모레이라 공항,IMP,SBIZ
Presidente Dutra Municipal Airport,프레지던트듀트라 시공항,PDR,
Presidente Medici Airport,프레지덴테 메디치 공항,,
Rio de Janeiro International Airport (Galeao - Antonio Carlos Jobim),리우데자네이루 국제공항 (갈랴오 안토니오 카를로스 조빔),GIG,SBGL
Rio Grande Airport,리우그란데 공항,RIG,SBRG
Ruben Berta Airport,루흐벤 베르타 공항,URG,SBUG
Salgado Filho Airport,살라도 핀호 공항,POA,SBPA
Santa Cruz Airport,산타크루즈 공항,SNZ,SBS 
Santa Genoveva Airport,산타 제노베바 공항,GYN,SBGO
Santa Isabel do Morro Airport,산타이사벨도모로 공항,IDO,SBSY
Santa Maria Airport,산타마리아 공항,RIA,SBSM
Santa Maria Airport,산타마리아 공항,AJU,SBAR
Sant'Ana Airport,산타 안나 공항,PGZ,SSZW
Santos Air Base,산투스 에어베이스,SSZ,SBST
Santos Dumont Regional Airport,산투스 뒤몬트 지역공항,SDU,SBRJ
Sao Jose do Rio Preto Airport,사오호세도리오프레토 공항,SJP,SBSR
Sao Jose dos Campos Regional Airport,사오호세도스캄포스 지역공항,SJK,SBSJ
Senador Petronio Portella Airport,세나됴 페트로니오 포르텔라 공항,THE,SBTE
Sepe Tiaraju Airport,세페 티아라쥬 공항,GEL,SBNM
Tabatinga International Airport,타바팅가 국제공항,TBT,SBTT
Tancredo Neves International Airport ( Belo Horizonte International ),탄크레도 니브스 국제공항  ( 벨로호리존테 국제공항 ),CNF,SBCF
Tancredo Thomaz Faria Airport,탄크레도 토마즈 파리아 공항,GPB,SBGU
Tarauaca Airport,타로카 공항,TRQ,SBTK
Tefe Airport,테페 공항,TFF,SBTF
Telemaco Borba Airport,텔레마코 보르바 공항,TEC,SBTL
Trombetas Airport,트롬베타스 공항,TMT,SBTB
Tubarao Airport,투버라오 공항,QTB,SBTX
Tucurui Airport,투쿠루이 공항,TUR,SBTU
Uberaba Airport,우베라바 공항,UBA,SBUR
Uberlandia Airport,우벨란디아 공항,UDI,SBUL
Umberto Modiano Airport,움베르토 모디아노 공항,BZC,SBBZ
Usiminas Airport,우시미나냐스 공항,IPN,SBIP
Val de Cans Airport,발 데 칸즈 공항,BEL,SBBE
Vila Rica Municipal Airport,아빌라리까 시공항,VLP,
Vilhena Airport,비헤나 공항,BVH,SBVH
Viracopos Airport,비라코포스 공항,VCP,SBKP
Vitoria da Conquista Airport,빅토리아 다 콘퀴스타 공항,VDC,SBQV
Gerrard-Smith Airport,제라드 스미스 공항,CYB,MWCB
Owen Roberts International Airport,오스웬 로버츠 국제공항,GCM,MWCR
Alto Palena Airport,알토 팔레나 공항,WAP,SCAP
Arturo Merino Benitez Airport (Santiago International Airport) (Comodoro Arturo Merino Benitez International Airport ),아우투로 메리노 베니테즈 공항,SCL,SCEL
Balmaceda Airport,발마세다 공항,BBA,SCBA
Barriles Airport,배러아일스 공항,TOQ,SCBE
Canal Bajo Airport,카날 바조 공항,ZOS,SCJO
Capitan Fuentes Martinez Airport,카피탄 후엔테즈 마티네즈 공항,WPR,SCFM
Carriel Sur Airport,카리엘 쉬 공항,CCP,SCIE
Cavancha Airport,카라반챠 공항,IQQ,SCDA
Cerro Moreno Airport,세로 모레노 공항,ANF,SCFA
Chacalluta Airport,챠깔루타 공항,ARI,SCAR
Chaiten Airport,챠이텐 공항,WCH,SCTN
Chanaral Airport,챠나랄 공항,CNR,SCRA
Chile Chico Airport,칠레치코 공항,CCH,SCCC
Chuquicamata Airport,추키카마타 공항,QUI,SCKU
Cochrane Airport,코크런 공항,LGR,SCHR
De La Independencia Airport,데 라 인디펜시아 공항,QRC,SCRG
Desierto de Atacama Airport,데지에르토 데 아타카마 공항,CPO,SCAT
Los Angeles Airport,로스앤젤레스 공항,LSQ,SCAG
El Loa Airport,엘 로아 공항,CJC,SCCF
El Salvador Bajo Airport,엘살바도르 바조 공항,ESR,SCES
Cerro Sombrero Airport,세로 솜브레로 공항,SMB,SCSB
Gamboa Airport,감보아 공항,WCA,SCST
General Bernardo O'Higgins Airport,제너날 베르나르도 오 히긴즈 공항,YAI,SCCH
General Freire Airport,제네널 프레이레 공항,ZCQ,SCIC
Guardiamarina Zanartu Airport,과아디마리냐 자나르투 공항,WPU,SCGZ
La Florida Airport,라 플로리다 공항,LSC,SCSE
Las Breas Airport,라스 브레아 공항,TTC,SCTT
Los Cerillos Airport,로스 세릴로스 공항,ULC,SCTI
Maquehue Airport,마퀘후에 공항,ZCO,SCTC
Mataveri International Airport,마타버리 국제공항,IPC,SCIP
Ovalle Tuqui Airport,오발레 투키 공항,OVL,SCOV
Panguilemo Airport,팡귈레모 공항,TLX,SCTL
Pichoy Airport,피쵸이 공항,ZAL,SCVD
Presidente Ibanez Airport,프레지덴테 이바네즈 공항,PUQ,SCCI
Pupelde Airport,풀펠데 공항,ZUD,SCAC
Teniente Julio Gallardo Airport,테니엔테 훌리오 갈라도 공항,PNT,SCNT
Teniente Rodolfo Marsh Martin Base,테니엔테 로돌포 마쉬 마르탱 기지,TNM,SCRM
Teniente Vidal Airport,테니엔테 바이달 공항,GXQ,SCCY
Tepual Airport,테후알 공항,PMC,SCTE
Vallenar Airport,발레냐 공항,VLR,SCLL
Valparaiso Airport,팔라라이소 공항,VAP,SCVA
Victoria Airport,빅토리아 공항,ZIC,SCTO
Vina Del Mar Airport,비나델마르 공항,KNA,SCVM
Acandi Airport,아칸디 공항,ACD,SKAD
Aguasclaras Airport,아콰스칼라스 공항,OCV,SKOC
Alfonso Bonilla Aragon Airport,알폰손 보닐랴 아라곤 공항,CLO,SKCL
Alfonso Lopez Pumarejo Airport,알폰소 로제즈 푸마레조 공항,VUP,SKVP
Almirante Padilla Airport,알미란테 파딜랴 공항,RCH,SKRH
Amalfi Airport,아말피 공항,AFI,SKAM
Andes Airport,안데스 공항,ADN,SKAN
Antioquia Airport,안티오키아 공항,NCI,SKNC
Araracuara Airport,아라라쿠아라 공항,ACR,SKAC
Baracoa Airport,바라코아 공항,MGE,SKGE
Buenaventura Airport,부에나벤투라 공항,BUN,SKBU
Camilo Dazo International Airport,카밀로 다조 공항,CUC,SKCC
Cano Airport (Antonio Narino),캐노 공항 (안토니오 나리노),PSO,SKPS
Capitolio Airport ( Gustavo Artunduaga Paredes ),카피톨리오 공항  ( 구아스타보 아르튄두아가 ),FLA,SKFL
Capurgana Airport,카퍼가나 공항,CPB,SKCA
Carimagua Airport,카리마구아 공항,CCO,SKCI
Casanare Airport,카사나레 공항,PZA,SKPZ
Caucasia Airport,코카시아 공항,CAQ,SKCU
Cesar Airport,세자 공항,ACL,SKAG
Chaparrel Airport,챠파랄 공항,CPL,SKHA
Chigorodo Airport,치고로도 공항,IGO,SKIG
Cimitarra Airport,시미타라 공항,CIM,SKCM
Covenas Airport,코베나스 공항,CVE,SKCV
El Bagre Airport,엘바그레 공항,EBG,SKEB
El Carano Airport,엘 카라노 공항,UIB,SKUI
El Eden Airport,엘 에덴 공항,AXM,SKAR
El Embrujo Airport,엘 엠부르조 공항,PVA,SKPV
El Yopal Airport,엘 여팔 공항,EYP,SKYP
Eldorado Airport,엘도라도 공항,BOG,SKBO
Enrique Olaya Herrera Airport (Aeropuerto Enrique Olaya Herrera),엔리케 울라야 헤레라 공항,EOH,SKMD
Ernesto Cortissoz Airport,에르네스토 코르티쇼즈 공항,BAQ,SKBQ
Fabio Alberto Leon Bentley Airport,파비오 알베르토 레옹 벤틀레이 공항,MVP,SKMU
Farfan Airport,파팬 공항,ULQ,SKUL
General A.V. Cobo Airport,제네랄 A.V 코보 공항,LET,SKLT
German Olano AB,저먼 올리노 공군기지,PAL,SKPQ
Gomez Nino-Apiay Airport,고메즈 니노 아피아이 공항,API,SKAP
Gonzalo Mejia Airport,곤잘로 메찌아 공항,TRB,SKTU
Guapi Airport,과피 공항,GPI,SKGP
Gustavo Rojas Pinilla International Airport ( Sesquicentenario ),구스타브 로자스 피닐라 국제공항  ( 세스키첸테나리오 ),ADZ,SKSP
Hato Corozal Airport,하토코로잘 공항,HTZ,SKHC
Jose Celestino Mutis Airport,호세 셀레스티노 무치스 공항,BSC,SKBS
Jose Maria Cordova International Airport,호세 마리아 코르도바 국제공항,MDE,SKRG
La Florida Airport,라 플로리다 공항,TCO,SKCO
La Marguita Airport,라 마르귀타 공항,NVA,SKNV
La Mina Airport,라 미나 공항,MCJ,SKLM
La Pedrera Airport,라페드레라 공항,LPD,SKLP
La Vanguardia Airport,라 방가디아 공항,VVC,SKVV
Las Brujas Airport,라스 부루자스 공항,CZU,SKCZ
Las Flores Airport,라스 플로레스 공항,ELB,SKBC
Los Colonizadores Airport,로스 콜로니자도레스 공항,RVE,SKSA
Machangara Airport ( Guillermo Leon Valencia ),마챵가라 공항  ( 길레르모 레온 발렌시아 ),PPN,SKPP
Mandinga Airport,맨딩가 공항,COG,SKCD
Marandua AB,머란두라 에어베이스,MQZ,SKUA
Mariquita Airport,마리퀴타 공항,MQU,SKQU
Matecana Airport,마테카나 공항,PEI,SKPE
Miraflores Airport,미라플로레스 공항,MFS,SKMF
Nuqui Airport,누키 공항,NQU,SKNQ
Obando Airport,오밴도 공항,PDA,SKPD
Orocue Airport,오로쿠 공항,ORC,SKOE
Otu Airport,오투 공항,OUT,SKOT
Palo Negro Airport,팔로 네그로 공항,BGA,SKBG
Perales Airport,페랄레즈 공항,IBE,SKIB
Pitalito Airport,피탈리토 공항,DTX,SKPI
Plato Airport,플라토 공항,PLT,SKPL
Puerto Carreno Airport,푸에르토카레뇨 공항,PCR,SKPC
Rafael Nunez Airport,라파엘 누네즈 공항,CTG,SKCG
San Jeronimo Airport,산 제로니모 공항,MTR,SKMR
San Jose del Guaviare Airport,산호세델구아비아로 공항,SJE,SKSJ
San Luis Airport,산루이스 공항,IPI,SKIP
San Marcos Airport,산마르코스 공항,SRS,SKSR
San Vicente del Caguan Airport,산빈센트델카구안 공항,SVI,SKSV
Santa Ana Airport,산타 안나 공항,CRC,SKGO
Santaguida Airport,산타구이다 공항,MZL,SKMZ
Santiago Perez Airport,산티아고 페레즈 공항,AUC,SKUC
Santiago Vila Airport,산티아고 빌랴 공항,GIR,SKGI
Simon Bolivar Airport,시몬 볼리바 공항,SMR,SKSM
Tame Airport,테임 공항,TME,SKTM
Tibu Airport,티부 공항,TIB,SKIU
Tres De Mayo Airport,트레즈 데 마요 공항,PUU,SKAS
Tres Esquinas AB,트레스에스퀴나스 에어베이스,TQS,SKTQ
Trinidad Airport,트리니다드 공항,TDA,SKTD
Urrao Airport,우라오 공항,URR,SKUR
Variguies Airport,배리구이즈 공항,EJA,SKEJ
Yaguara Airport,야구아라 공항,AYG,SKYA
Daniel Oduber International Airport,대니얼 오두버 국제공항,LIR,MRLB
Nicoya Guanacaste Airport,니코야 구안나카스테 공항,NCT,MRNC
Juan Santamaria International Airport,후안 산타마리아 국제공항,SJO,MROC
Limon International Airport,리몬 국제공항,LIO,MRLM
Palmar Sur Airport,팔머 쉬르 공항,PMZ,MRPM
Tobias Bolarios International Airport,토비아스 볼라리오스 국제공항,SYQ,MRPV
Abel Santa Maria Airport,아벨 산타 마리아 공항,SNU,MUSC
Alberto Delgado Airport,알베르토 델가도 공항,TND,MUTD
Antonio Maceo Airport,안토니오 마세오 공항,SCU,MUCU
Caibarien Airport,까이바리엥 공항,,MUCB
Carlos Manuel de Cespedes Airport,카를로스 마뉴엘 데 세스페데스 공항,BYM,MUBY
Cayo Coco Airport,카요 코코 공항,,
Ciudad Libertad Airport,치우다드 리베르타드 공항,,MULB
Florida Airport,플로리다 공항,,MUFL
Frank Pais Airport,프랭크 페이스 공항,HOG,MUHG
Gustavo Rizo Airport,구스타보 리조 공항,BCA,MUBA
Hermanos Ameijeiras Airport,헤르마노스 아메이제이라스 공항,VTU,MUVT
Ignacio Agramonte International Airport,이그냐시오 아그라몬테 국제공항,CMW,MUCM
Jaime Gonzalez Airport,자이메 곤잘레즈 공항,CFG,MUCF
Jardines del Rey Airport,쟈뎅 델 레이 공항,CCC,MUCC
Jose Marti International Airport,호세 마르티 국제공항,HAV,MUHA
Juan Gualberto Gomez Airport,후안 구알베르토 고메즈 공항,VRA,MUVR
Kawama Airport,카와마 공항,,MUKW
La Coloma Airport,라 콜로마 공항,LCL,MULM
Las Brujas Airport,라스 부루자스 공항,BWW,MUBR
Los Canos Airport,로스 카노스 공항,GAO,MUGT
Managua Airport,마나과 공항,,MUMG
Mariel Airport,마리엘 공항,,MUML
Maximo Gomez Airport,막시모 고메즈 공항,AVI,MUCA
NAS Guantanamo Bay,NAS 관타나모 배이 공항,NBW,MUGM
Nicaro Airport,니카로 공항,ICR,MUNC
Orestes Acosta Airport,오레스테즈 아코스타 공항,MOA,MUMO
Pinar del Rio Norte Airport,피나르 델 리오 노르테 공항,QPD,MUPR
Playa Baracoa Airport,플리야 바라코아 공항,UPB,MUPB
Rafael Cabrera Airport,라페엘 가브레라 공항,GER,MUNG
San Antonio de los Banos Airport,샌 안토니오 데로스 바뇨스 공항,,MUSA
San Julian Air Base,산 훌리안 에어베이스,SNJ,MUSJ
San Nicolas de Bari Airport,산 니콜라스 드 바리 공항,,MUNB
Sancti Spiritus Airport,상크티 스피리투스 공항,USS,MUSS
Santa Lucia Airport,산타 루시아 공항,,MUSL
Sierra Maestra Airport,시에라 마에스트라 공항,MZO,MUMZ
Siguanea Airport,시구아네라 공항,SZJ,MUSN
Vilo Acuna Airport,빌로 아쿠나 공항,CYO,MUCL
Ali-Sabieh Airport,알리사비에 공항,AII,HDAS
Ambouli Airport,암불리 공항,JIB,HDAM
Chabelley Airport,채블리 공항,CBA,HDCH
Herrera Airport,헤레라 공항,HEX,MDHE
La Union Airport ( Gregorio Luperon International ),라 유니온 공항  ( 그레고리오 루페론 ),POP,MDPP
Las America International Airport ( Jose Francisco Pena Gomez ),라스 아메리카 국제공항  ( 호세 프란시스코 페나 고메즈),SDQ,MDSD
Obock Airport,오복 공항,OBC,HDOB
Santiago Municipal Airport,산티아고 시공항,STI,MDST
Tadjoura Airport,타주라 공항,TDJ,HDTJ
Cane Field Airport ( Roseau ),케인 필드 공항  ( 루소 ),DCF,TDCF
Melville Hall Airport,멜빌 홀 공항,DOM,TDPD
Arroyo Barril International Airport,아로요 베릴 국제공항,,MDAB
El Portillo Airport,엘 포틸로 공항,EPS,MDPO
La Romana International Airport,라로마나 국제공항,LRM,MDLR
Maria Montez International Airport,마리아 몬테드 국제공항,BRX,MDBH
Punta Cana International Airport,푼타카나 국제공항,PUJ,MDPC
Baltra Airport,발트라 공항,GPS,SEGS
Camilo Ponce Enriquez Airport,카밀로 폰체 엔리케 공항,LOH,SETM
Chachoan Airport,칸쵸안 공항,ATF,SEAM
El Rosal Tiniente Mantilla Airport,엘 로잘 티엔테 만틸랴 공항,TUA,SETU
Eloy Alfaro International Airport,엘로이 알파로 국제공항,MEC,SEMT
Francisco de Orellana Airport,프란치스코 데 오렐라나 공항,OCC,SECO
General M. Serrano Airport,제너랄 M. 세라노 공항,MCH,SEMH
General Rivadeneira Airport,제너랄 라이버데네이라 공항,ESM,SETN
General Ulpiano Paez Airport,제너랄 울피아노 파예즈 공항,SNC,SESA
J.M. Velasco Ibarra Airport,J.M. 벨라스코 이바라 공항,MRR,SEMA
Jipijapa Airport,지피하파 공항,JIP,SEJI
Lago Agrio Airport,라고아그리오 공항,LGQ,SENL
Los Perales Airport,로스 페랄레스 공항,BHA,SEBC
Macas Airport,마카스 공항,XMS,SEMC
Mariscal Lamar Airport,마리스칼 라마르 공항,CUE,SECU
Mariscal Sucre International Airport,마리스칼 수쿠레 국제공항,UIO,SEQM
Pedernales Airport,페데르날레스 공항,PDZ,SEPD
Putumayo Airport,푸투마요 공항,PYO,SEPT
Reales Tamarindos Airport,레알레스 타마린도스 공항,PVO,SEPV
Rio Amazonas Airport,리오 아마조냐스 공항,PTZ,SESM
Santa Cecilia Airport,산타 세실리아 공항,WSE,SECE
Simon Bolivar International Airport,시몬 볼리바 국제공항,GYE,SEGU
Sucua Airport,수쿠아 공항,SUQ,SESC
Taisha Airport,타이샤 공항,TSC,SETH
Tarapoa Airport,타라포아 공항,TPC,SETR
Tiputini Airport,티푸티니 공항,TPN,SETI
Comalapa International Airport ( El Salvador International ),코말라파 국제공항  ( 엘살바도르 국제공항 ),SAL,MSLP
Ilopango International Airport,일로팡고 국제공항,,MSSS
Port Stanley Airport,포트스텐리 공항,PSY,SFAL
Felix Eboue Airport,로샹보 공항,CAY,SOCA
Saint-Georges-de-l'Oyapock Airport,생 조르주 드 로야폭 공항,OYP,SOOG
Saul Airport,사울 공항,XAU,SOOS
Maurice Bishop International Airport  (formerly Point Saline International Airport),모리스 비숍 국제공항 (구>포인트 살리네 국제공항),GND,TGPY
Baillif Airport,베일리프 공항,BBR,TFFB
Grand Case Airport,그랑 케이스 공항,SFG,TFFG
La Desirade Airport,그란데 안세 공항,DSD,TFFA
Le Raizet Airport,르 레제 공항,PTP,TFFR
Les Bases Airport,레 바제 공항,GBJ,TFFM
Les Saintes Airport,레 생테즈 공항,LSS,TFFS
Saint-Barthelemy Airport,산바드레미 공항,SBH,TFFJ
Saint-Francois Airport,세이튼프란코이스 공항,SFC,TFFC
Bananera Airport,버나네라 공항,,MGBN
Carmelita Airport,카멜리타 공항,CMM,MGCR
Coatepeque Airport,꼬아떼뻬께 공항,CTF,MGCT
Coban Airport,코반 공항,CBV,MGCB
Esquipulas Airport,에스퀴풀라스 공항,,MGES
Huehuetenango Airport,우에우에테낭고 공항,HUG,MGHT
La Aurora Airport,라 아우로라 공항,GUA,MGGT
La Libertad Airport,라리베르타드 공항,,MGLL
Las Vegas Airport,라스 베가스 공항,LCF,MGRD
Malacatan Airport,멀라캐턴 공항,,MGML
Malacatan Airport,마라카탄 공항,,MGSM
Melchor de Mencos Airport,메코르 데 멘초스 공항,MCR,MGMM
Poptun Airport,팝턴 공항,PON,MGPP
Puerto Barrios Airport,푸에르토바리오스 공항,PBR,MGPB
Quetzaltenango Airport,케트살테낭고 공항,AAZ,MGQZ
Quiche Airport,키세 공항,AQB,MGQC
Retalhuleu Airport / Base Aerea del Sur,레탈쿨레우 / 베이스 아레아 델 쉬 공항,RER,MGRT
Rubelsanto Airport,루벨산토 공항,RUV,MGRB
San Jose Airport,산 호세 공항,,MGSJ
Santa Elena Airport ( Mundo Maya International ),산타 엘레나 공항  ( 문도 마야국제공항 ),FRS,MGTK
Zacapa Airport,사카파 공항,,MGZA
Annai Airport,안나이 공항,NAI,SYAN
Baramita Airport,바라미타 공항,BMJ,SYBR
Bartica Airport,바르티카 공항,GFO,SYBT
Cheddi Jagan International Airport (Timehri International  ),체디 자간 국제공항 (티메히리 국제공항 ),GEO,SYCJ
Imbaimadai Airport,임바이마다이 공항,IMB,SYIB
Kamarang Airport,카마랑 공항,KAR,SYKM
Karanambo Airport,카라남보 공항,KRM,SYKR
Karasabai Airport,카라사바이 공항,KRG,SYKS
Kato Airport,카토 공항,KTO,SYKT
Lethem Airport,레뎀 공항,LTM,SYLT
Mabaruma Airport,마바루마 공항,USI,SYMB
Mahdia Airport,마흐디아 공항,MHA,SYMD
Monkey Mountain Airport,몽키마운틴 공항,MYM,SYMM
New Amsterdam Airport,뉴암스텔담 공항,QSX,SYNA
Ogle Airport,오글 공항,OGL,SYGO
Orinduik Airport,오린두크 공항,ORJ,SYOR
Paruima Airport,파루이마 공항,PRR,SYPR
Cap Haitien International Airport,캡하이트렌 국제공항,CAP,MTCH
Port Au Prince International Airport ( Mais Gate ),포르토프랭스 국제공항  ( 마이스 게이트 ),PAP,MTPP
Boscobel Airport,보스코벨 공항,OCJ,MKBS
Ken Jones Airport,켄 존스 공항,POT,MKKJ
Norman Manley Airport,노먼 먼레이 공항,KIN,MKJP
Sangster International Airport,상스터 국제공항,MBJ,MKJS
Tinson Airport,틴슨 공항,KTP,MKTP
Lamentin Airport,라멩탱 공항,FDF,TFFF
Alvarez International Airport (Acapulco International),알바레즈 국제공항 (아카풀코 국제공항),ACA,MMAA
Amado Nervo National Airport,아마도 네르보 내셔널 공항,TPQ,MMEP
Bahias de Huatulco International Airport,버하이 데  후아츌코 국제공항,HUX,MMBT
Benito Juarez International Airport ( Mexico City International ),베니토 후아레즈 국제공항  ( 멕시코시티 국제공항 ),MEX,MMMX
Campeche International Airport,캄페체 국제공항,CPE,MMCP
Cancun International Airport,캔쿤 국제공항,CUN,MMUN
Capitan Carlos Rovirosa Perez Airport,카피탄 카를로스 로비로사 공항,VSA,MMVA
Chetumal International Airport,체투말 국제공항,CTM,MMCM
Ciudad del Carmen International Airport,퀴다드델카르멘 국제공항,CME,MMCE
Ciudad Juarez International Airport (Abraham Gonzalez),시우다드 후아레스 국제공항 (아브라함 곤잘레스),CJS,MMCS
Ciudad Obregon International Airport (Corrientes Province),치우다드오브레곤 국제공항 (코리엔테스),CEN,MMCN
Cozumel International Airport,코즈멜 국제공항,CZM,MMCZ
Del Bajio Airport ( Leon International ),델 바지오 공항  ( 레온 국제공항 ),BJX,MMLO
Del Norte Airport,델 노트 공항,NTR,MMAN
El Lencero Airport,엘 렌세로 공항,JAL,MMJA
El Tajin National Airport,엘 타진 내셔널공항,PAZ,MMPA
Federal de Bachigualato Airport,페데럴 데 바치구알라토 공항,CUL,MMCL
Federal del Valle del Fuerte International Airport,페데랄 델 발 델 푸어트 국제공항,LMM,MMLM
Francisco Sarabia International Airport  (Torreon International),프란시스 사라비아 국제공항 ( 토레온 국제공항 ),TRC,MMTC
Tijuana International Airport (General Abelardo L. Rodriguez International Airport),티후아나 국제공항 (제너랄 아베랄도 L. 로드리게즈 국제공항),TIJ,MMTJ
General F. Javier Mina Airport ( Tampico International ),제너랄 F. 자비에 미나 공항  ( 탐피코 국제공항 ),TAM,MMTM
General Fierro Villalobos Airport ( Chihuahua International ),제너럴 피에르 빌라로보스 공항  ( 치와와 국제공항 ),CUU,MMCU
General Francisco J. Mujica International Airport,제너널 프란치스코 J. 뮤지카 국제공항,MLM,MMMM
General Jose M. Yanez Airport ( Guaymas International ),제너럴 호세 M. 야네즈 공항  ( 과이마스 국제공항 ),GYM,MMGM
General Lucio Blanco Airport ( Reynosa International ),제네럴 루치오 블랑코 공항  ( 레이노사 국제공항 ),REX,MMRX
General Manuel Marquez de leon Airport ( La Paz International ),제너랄 마뉴엘 마르케즈 데 레옹 공항  ( 라파즈 국제공항 ),LAP,MMLP
General Mariano Escobedo Airport ( Monterrey International ),제너럴 마리아노 공항  ( 몬테레이 국제공항 ),MTY,MMMY
General Mariano Matamoros Airport,제네럴 마리아노 마타모로스 공항,CVJ,MMCB
General Pedro J. Mendez National Airport,제너럴 페드로 J. 멘데즈 내셔널 공항,CVM,MMCV
General Pesqueira Garcia Airport ( Hermosillo International ),제네럴 페스케이라 가르시아 공항  ( 에르모시요 국제공항 ),HMO,MMHO
General Rafael Buelna Airport ( Mazatlan International ),제너랄 라파엘 부엘나 공항  ( 마사틀란 국제공항 ),MZT,MMMZ
General Rodolfo Sanchez Taboada International Airport,제너랄 로볼포 산체트 타보다 국제공항,MXL,MMML
